id,pdf_url
149,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/4b29c396-5b5a-42e1-858d-b1525e07980c
150,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/cde5660f-3179-49b7-8c63-de9d39fee958
151,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/e5935949-23ac-416e-85c2-c494c42b108a
152,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/d8576f78-9f37-447b-8a9a-0a727a0c21be
153,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/b8d83347-a54f-4a83-8f80-2fbd9b0ef224
154,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/3125ac28-e5bf-421d-8f9a-8dc3a8ce87f3
155,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/efcec37f-9b38-480d-890a-7f9d13c3aa58
156,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/9d7b3269-af02-46e2-861e-635ae20352a6
157,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/d6d18a0c-daa6-44c6-8662-b063ad45f729
158,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/fbdc18da-f1d4-4959-8dbc-da644d6f9e1e
159,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/bc1cd9a9-e975-4950-8faa-c42514d920e0
160,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/0dd9b9e6-051a-4ca0-8130-5c698fbb374e
161,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/3e6b1313-c991-47f5-8d30-1acfcbd57aa9
162,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/95685605-a32a-4579-8f26-7a2f23441ae2
163,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/32cbddd7-4805-4aec-83c2-deea0ef00404
164,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/f3c93c56-37d6-47d0-8e91-cac397cdce25
165,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/73935b99-f6cb-4a02-8ed2-e30c869a8bb8
166,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/81501730-24de-425f-82fa-93fa80565e4e
167,https://edx.netl.doe.gov/dataset/608c88be-797c-4524-8f3a-7ddf5b6d7038/resource/16695b47-c62b-4557-86ae-847278413675
168,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/fecd4937-0976-44c4-8294-c8bb3c847124
169,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/0519cc37-2c07-42eb-846f-842e834a3d43
170,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/c730903d-7c49-4411-81f7-24026c6a841b
171,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/70dc0d8d-2b20-4006-8735-1bb255031540
172,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/a7d520c1-b3d8-4f84-82f3-b19729abb2e8
173,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/0fdd31ee-6649-4121-86ca-1243e6023bb4
174,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/4f71f7b4-53e5-450a-828e-2cda0c3182a0
175,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/0c7cf874-f9bd-49e9-824b-de7e6c04f293
176,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/592868c1-2f59-464f-8713-7a03c2a61e04
177,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/661ed10e-5724-4db2-80e4-4bef73f9e268
178,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/ec9ea175-60e9-40ee-8b73-22d30099d927
179,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/f5af5a12-8df6-4b59-8f33-92c591e9b4f6
180,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/2990bd6d-0000-4e71-8399-aa00416760c6
181,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/67459766-6f91-46ee-8f34-2ba6e29c73a2
182,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/7ce1e406-a597-45aa-87bf-cc4e509e38a9
183,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/e8012317-8f6b-4d67-8604-1a9cdc246bd8
184,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/8d8cdd5b-a20d-479c-8361-2e559ed9af1d
185,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/e39afa7b-a4a4-4f80-8a7f-6b9cbc2c6473
186,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/5f33fbc4-991c-4519-83bd-a8d2efddeee1
187,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/12367576-6004-4e66-8c49-d2501961c2ba
188,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/6cf17385-6448-4504-8901-22ab55900d3a
190,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/16913059-f000-4158-8e64-9317a86f018a
